task,task_display,variant,variant_display,variant_role,held_out_subject,recording_id,raw_level,true_label,p0,p1,pred_label,correct,n_windows
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,12,stroop:s12:r1,1,0,0.12315939884673632,0.87684060115326368,1,0,123
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,12,stroop:s12:r2,2,1,0.048240500140868024,0.95175949985913189,1,1,126
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,12,stroop:s12:r3,3,1,0.12324727927525989,0.87675272072474009,1,1,189
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,13,stroop:s13:r0,0,0,0.99955220508799947,0.00044779491200048658,0,1,180
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,13,stroop:s13:r1,1,0,0.70925475159657048,0.29074524840342952,0,1,91
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,13,stroop:s13:r2,2,1,0.70692002351247918,0.29307997648752071,0,0,122
stroop,Stroop,primary_threshold_2,Natural/low vs medium/high,manuscript primary binary mapping,13,stroop:s13:r3,3,1,0.78370790312770211,0.21629209687229789,0,0,180
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,1,stroop:s01:r0,0,0,0.74617991698166353,0.25382008301833653,0,1,157
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,1,stroop:s01:r1,1,0,0.87588663188463001,0.12411336811536998,0,1,148
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,1,stroop:s01:r2,2,0,0.91516077640828719,0.084839223591712809,0,1,139
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,1,stroop:s01:r3,3,1,0.87080517456197737,0.12919482543802269,0,0,209
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,2,stroop:s02:r0,0,0,0.75178407253054202,0.24821592746945792,0,1,450
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,2,stroop:s02:r1,1,0,0.76063576616697881,0.23936423383302124,0,1,95
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,2,stroop:s02:r2,2,0,0.45282140991994935,0.54717859008005065,1,0,106
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,2,stroop:s02:r3,3,1,0.57628608076860677,0.42371391923139334,0,0,208
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,3,stroop:s03:r0,0,0,0.95895596157618179,0.041044038423818249,0,1,181
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,3,stroop:s03:r1,1,0,0.80536590408817332,0.19463409591182673,0,1,127
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,3,stroop:s03:r2,2,0,0.36574121904323487,0.63425878095676502,1,0,102
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,3,stroop:s03:r3,3,1,0.21452243253713096,0.78547756746286901,1,1,160
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,4,stroop:s04:r0,0,0,0.72007329654794228,0.27992670345205761,0,1,116
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,4,stroop:s04:r1,1,0,0.0032940875856186645,0.99670591241438133,1,0,89
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,4,stroop:s04:r2,2,0,0.046427654322195235,0.95357234567780469,1,0,62
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,4,stroop:s04:r3,3,1,0.001351745363992859,0.99864825463600704,1,1,192
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,5,stroop:s05:r0,0,0,0.82016662630993142,0.17983337369006863,0,1,244
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,5,stroop:s05:r1,1,0,0.27369923072275965,0.7263007692772403,1,0,137
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,5,stroop:s05:r2,2,0,0.034410435863474129,0.96558956413652586,1,0,108
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,5,stroop:s05:r3,3,1,0.017671110066991534,0.98232888993300838,1,1,171
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,6,stroop:s06:r0,0,0,0.19954139241918165,0.80045860758081833,1,0,150
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,6,stroop:s06:r1,1,0,0.7774975875765967,0.2225024124234033,0,1,119
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,6,stroop:s06:r2,2,0,7.5389435657698864e-12,0.99999999999246103,1,0,111
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,6,stroop:s06:r3,3,1,0.62535795240374137,0.37464204759625869,0,0,161
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,7,stroop:s07:r0,0,0,0.61671973934139757,0.38328026065860238,0,1,169
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,7,stroop:s07:r1,1,0,0.99547493490892691,0.0045250650910730146,0,1,97
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,7,stroop:s07:r2,2,0,0.98874454566669467,0.011255454333305295,0,1,96
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,7,stroop:s07:r3,3,1,0.9956306010247743,0.0043693989752257353,0,0,179
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,8,stroop:s08:r0,0,0,0.98141267492034645,0.018587325079653615,0,1,190
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,8,stroop:s08:r1,1,0,0.84306074144599596,0.15693925855400404,0,1,162
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,8,stroop:s08:r2,2,0,0.83155636468418404,0.16844363531581602,0,1,160
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,8,stroop:s08:r3,3,1,0.67574968355180831,0.3242503164481918,0,0,234
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,9,stroop:s09:r0,0,0,0.37465012959631089,0.62534987040368917,1,0,410
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,9,stroop:s09:r1,1,0,0.53824237147186049,0.46175762852813951,0,1,160
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,9,stroop:s09:r2,2,0,0.26835499209555774,0.7316450079044422,1,0,110
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,9,stroop:s09:r3,3,1,0.27903501364345307,0.72096498635654704,1,1,193
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,10,stroop:s10:r0,0,0,0.98949878767999599,0.010501212320003981,0,1,185
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,10,stroop:s10:r1,1,0,0.89778125090300742,0.10221874909699258,0,1,118
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,10,stroop:s10:r2,2,0,0.94928483869958724,0.050715161300412676,0,1,83
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,10,stroop:s10:r3,3,1,0.97431079860651559,0.025689201393484424,0,0,207
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,11,stroop:s11:r0,0,0,0.99566821343498313,0.0043317865650168976,0,1,244
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,11,stroop:s11:r1,1,0,0.59478469012742685,0.40521530987257315,0,1,113
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,11,stroop:s11:r2,2,0,0.53013796247445111,0.46986203752554884,0,1,130
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,11,stroop:s11:r3,3,1,0.50089696166857378,0.49910303833142627,0,0,185
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,12,stroop:s12:r0,0,0,0.56469745802687499,0.43530254197312507,0,1,185
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,12,stroop:s12:r1,1,0,0.36801800500935783,0.63198199499064212,1,0,123
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,12,stroop:s12:r2,2,0,0.17472090171612323,0.8252790982838768,1,0,126
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,12,stroop:s12:r3,3,1,0.32930585474588292,0.67069414525411708,1,1,189
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,13,stroop:s13:r0,0,0,0.99839258902263295,0.001607410977367109,0,1,180
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,13,stroop:s13:r1,1,0,0.95975687391606657,0.040243126083933517,0,1,91
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,13,stroop:s13:r2,2,0,0.96075743392935387,0.0392425660706461,0,1,122
stroop,Stroop,threshold_3_high_vs_rest,Natural/low/medium vs high,upper-threshold sensitivity,13,stroop:s13:r3,3,1,0.98640465817177914,0.013595341828220838,0,0,180
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,1,stroop:s01:r0,0,0,0.19037394136798594,0.80962605863201398,1,0,157
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,1,stroop:s01:r3,3,1,0.77643072311891215,0.22356927688108785,0,0,209
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,2,stroop:s02:r0,0,0,0.0014232895411665702,0.99857671045883334,1,0,450
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,2,stroop:s02:r3,3,1,0.0029806060909548086,0.99701939390904526,1,1,208
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,3,stroop:s03:r0,0,0,0.94305438979532386,0.056945610204676249,0,1,181
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,3,stroop:s03:r3,3,1,0.00021352322807982976,0.99978647677192012,1,1,160
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,4,stroop:s04:r0,0,0,1.2608852502425603e-08,0.99999998739114748,1,0,116
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,4,stroop:s04:r3,3,1,0.009921870647686867,0.9900781293523131,1,1,192
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,5,stroop:s05:r0,0,0,0.99812108402073385,0.001878915979266126,0,1,244
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,5,stroop:s05:r3,3,1,0.00052885835519068882,0.99947114164480932,1,1,171
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,6,stroop:s06:r0,0,0,0.061233802708383522,0.93876619729161648,1,0,150
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,6,stroop:s06:r3,3,1,0.031644195004822705,0.96835580499517737,1,1,161
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,7,stroop:s07:r0,0,0,0.97117957221626949,0.028820427783730455,0,1,169
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,7,stroop:s07:r3,3,1,0.99999836034852685,1.6396514730933949e-06,0,0,179
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,8,stroop:s08:r0,0,0,0.72912779014571416,0.27087220985428589,0,1,190
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,8,stroop:s08:r3,3,1,0.11039555386918659,0.88960444613081335,1,1,234
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,9,stroop:s09:r0,0,0,0.99815202318931162,0.0018479768106883349,0,1,410
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,9,stroop:s09:r3,3,1,0.81926912831312726,0.18073087168687274,0,0,193
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,10,stroop:s10:r0,0,0,0.99997022461761798,2.9775382381956071e-05,0,1,185
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,10,stroop:s10:r3,3,1,0.99998385290440861,1.6147095591313426e-05,0,0,207
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,11,stroop:s11:r0,0,0,0.98569815276752815,0.014301847232471857,0,1,244
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,11,stroop:s11:r3,3,1,0.00028493600983182943,0.99971506399016818,1,1,185
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,12,stroop:s12:r0,0,0,0.032750194827873905,0.967249805172126,1,0,185
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,12,stroop:s12:r3,3,1,0.00021124511214660094,0.99978875488785335,1,1,189
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,13,stroop:s13:r0,0,0,0.99990860576133356,9.1394238666394956e-05,0,1,180
stroop,Stroop,extremes_natural_vs_high,Natural vs high only,extreme-level sensitivity with intermediate levels excluded,13,stroop:s13:r3,3,1,0.99509735654170683,0.0049026434582931915,0,0,180
