variant_id,variant,evaluation,evaluation_display,condition,condition_display,participant,n_evaluations,mean_recording_balanced_accuracy,mean_recording_accuracy,mean_recording_log_loss
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,10,0.75,0.75,1.412522552150212
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,10,0.35,0.35,2.2330044726206433
neutral_legacy_multipliers,Neutral legacy multipliers,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,10,0.4,0.4,4.9900578241744755
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,10,0.35,0.35,3.74923473495477
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,10,0.75,0.75,1.4827984930335136
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,10,0.5,0.5,1.1552716638037146
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,10,0.65,0.65,1.0442636897653723
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,10,0.6,0.6,2.748453185796094
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,10,0.35,0.35,8.64127081167313
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,10,0.45,0.45,3.3133294163448177
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,10,0.6,0.6,1.9080195216254026
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,10,0.35,0.35,5.837036156321118
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,10,0.5,0.5,2.4047283619889717
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,10,0.75,0.75,1.6198249182292899
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,10,0.35,0.35,2.561903957762523
no_50hz_attenuation,No 50-Hz attenuation,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,10,0.4,0.4,4.934426813734116
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,10,0.4,0.4,4.759391305313079
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,10,0.75,0.75,1.384032992340715
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,10,0.65,0.65,2.433582464648363
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,10,0.55,0.55,3.1561962474210956
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,10,0.5,0.5,2.8833783180129053
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,10,0.25,0.25,8.43451161303562
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,10,0.65,0.65,1.701807741104485
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,10,0.5,0.5,3.2811731224046596
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,10,0.35,0.35,3.9560247860882414
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,10,0.4,0.4,8.237998239822446
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,10,0.5,0.5,2.8212524731095194
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,10,0.25,0.25,2.939925309449129
no_window_zscore,No within-window z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,10,0.4,0.4,4.271670978612321
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,10,0.4,0.4,5.237244594302366
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,10,0.4,0.4,10.116741458099327
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,10,0.3,0.3,10.923660257326814
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,10,0.6,0.6,1.5493604440221622
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,10,0.5,0.5,8.512850001320269
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,10,0.65,0.65,6.403105634377037
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,10,0.5,0.5,5.130215436899791
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,10,0.2,0.2,10.660115912413122
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,10,0.5,0.5,5.531407729740467
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,10,0.4,0.4,8.056977693068987
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,10,0.5,0.5,9.871341033110728
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,10,0.4,0.4,7.22495460647107
recording_zscore,Recording-level z-score,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,10,0.4,0.4,9.795661770402123
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,1,10,0.35,0.35,3.2726158453587173
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,2,10,0.75,0.75,1.3151082942506398
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,3,10,0.65,0.65,1.7785693913203289
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,4,10,0.65,0.65,1.0791169041160387
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,10,0.75,0.75,0.9056593019571213
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,10,0.25,0.25,11.059682825850615
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,10,0.6,0.6,1.983910995349892
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,10,0.5,0.5,1.4269513406447907
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,10,0.35,0.35,3.461277242559466
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,10,0.35,0.35,3.1772494770950024
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,10,0.75,0.75,1.4166505615800724
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,10,0.35,0.35,2.2487309514399216
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,10,0.4,0.4,4.917095465990025
