correct,fold,held_out_subject,p0,p1,pred_label,recording_id,split_seed,strategy,strategy_display,task,true_label,validation_windows_from_recording
1,1,13,0.06470660357627224,0.93529339642372777,1,arithmetic:s13:r2,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,145
0,2,13,0.001159748527858872,0.99884025147214117,1,arithmetic:s13:r1,1335,recording_disjoint,Recording-disjoint split,arithmetic,0,142
1,2,13,0.000784860035885999,0.99921513996411393,1,arithmetic:s13:r3,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,203
0,1,13,0.0013489105285249133,0.99865108947147518,1,arithmetic:s13:r0,1388,recording_disjoint,Recording-disjoint split,arithmetic,0,180
1,1,13,0.22486378246205055,0.77513621753794948,1,arithmetic:s13:r3,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,203
0,2,13,0.0026249029856250518,0.99737509701437499,1,arithmetic:s13:r1,1388,recording_disjoint,Recording-disjoint split,arithmetic,0,142
1,2,13,0.0051365068598918867,0.99486349314010813,1,arithmetic:s13:r2,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,145
0,1,13,0.0013489105285249133,0.99865108947147518,1,arithmetic:s13:r0,1441,recording_disjoint,Recording-disjoint split,arithmetic,0,180
1,1,13,0.22486378246205055,0.77513621753794948,1,arithmetic:s13:r3,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,203
0,2,13,0.0026249029856250518,0.99737509701437499,1,arithmetic:s13:r1,1441,recording_disjoint,Recording-disjoint split,arithmetic,0,142
1,2,13,0.0051365068598918867,0.99486349314010813,1,arithmetic:s13:r2,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,145
0,1,13,0.0013489105285249133,0.99865108947147518,1,arithmetic:s13:r0,1494,recording_disjoint,Recording-disjoint split,arithmetic,0,180
1,1,13,0.22486378246205055,0.77513621753794948,1,arithmetic:s13:r3,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,203
0,2,13,0.0026249029856250518,0.99737509701437499,1,arithmetic:s13:r1,1494,recording_disjoint,Recording-disjoint split,arithmetic,0,142
1,2,13,0.0051365068598918867,0.99486349314010813,1,arithmetic:s13:r2,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,145
0,1,13,0.33573699784365674,0.66426300215634326,1,arithmetic:s13:r0,1547,recording_disjoint,Recording-disjoint split,arithmetic,0,180
1,1,13,0.06470660357627224,0.93529339642372777,1,arithmetic:s13:r2,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,145
0,2,13,0.001159748527858872,0.99884025147214117,1,arithmetic:s13:r1,1547,recording_disjoint,Recording-disjoint split,arithmetic,0,142
1,2,13,0.000784860035885999,0.99921513996411393,1,arithmetic:s13:r3,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,203
0,1,14,1.4301565458562555e-12,0.99999999999856981,1,arithmetic:s14:r0,1335,recording_disjoint,Recording-disjoint split,arithmetic,0,155
0,1,14,0.9791698957004874,0.020830104299512722,0,arithmetic:s14:r2,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,155
0,2,14,0.00011274658778285179,0.99988725341221718,1,arithmetic:s14:r1,1335,recording_disjoint,Recording-disjoint split,arithmetic,0,114
1,2,14,0.005523468148896666,0.9944765318511033,1,arithmetic:s14:r3,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,170
0,1,14,0.0015336057121167319,0.99846639428788331,1,arithmetic:s14:r0,1388,recording_disjoint,Recording-disjoint split,arithmetic,0,155
1,1,14,1.609678056375401e-06,0.99999839032194371,1,arithmetic:s14:r3,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,170
0,2,14,1.1475173359973603e-05,0.99998852482664002,1,arithmetic:s14:r1,1388,recording_disjoint,Recording-disjoint split,arithmetic,0,114
1,2,14,1.1869070799120611e-05,0.99998813092920091,1,arithmetic:s14:r2,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,155
0,1,14,0.0015336057121167319,0.99846639428788331,1,arithmetic:s14:r0,1441,recording_disjoint,Recording-disjoint split,arithmetic,0,155
1,1,14,1.609678056375401e-06,0.99999839032194371,1,arithmetic:s14:r3,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,170
0,2,14,1.1475173359973603e-05,0.99998852482664002,1,arithmetic:s14:r1,1441,recording_disjoint,Recording-disjoint split,arithmetic,0,114
1,2,14,1.1869070799120611e-05,0.99998813092920091,1,arithmetic:s14:r2,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,155
0,1,14,0.0015336057121167319,0.99846639428788331,1,arithmetic:s14:r0,1494,recording_disjoint,Recording-disjoint split,arithmetic,0,155
1,1,14,1.609678056375401e-06,0.99999839032194371,1,arithmetic:s14:r3,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,170
0,2,14,1.1475173359973603e-05,0.99998852482664002,1,arithmetic:s14:r1,1494,recording_disjoint,Recording-disjoint split,arithmetic,0,114
1,2,14,1.1869070799120611e-05,0.99998813092920091,1,arithmetic:s14:r2,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,155
0,1,14,1.4301565458562555e-12,0.99999999999856981,1,arithmetic:s14:r0,1547,recording_disjoint,Recording-disjoint split,arithmetic,0,155
0,1,14,0.9791698957004874,0.020830104299512722,0,arithmetic:s14:r2,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,155
0,2,14,0.00011274658778285179,0.99988725341221718,1,arithmetic:s14:r1,1547,recording_disjoint,Recording-disjoint split,arithmetic,0,114
1,2,14,0.005523468148896666,0.9944765318511033,1,arithmetic:s14:r3,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,170
1,1,15,0.99999999943082574,5.691742112507783e-10,0,arithmetic:s15:r0,1335,recording_disjoint,Recording-disjoint split,arithmetic,0,165
1,1,15,0.24657924892381905,0.75342075107618101,1,arithmetic:s15:r2,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,130
0,2,15,0.00032333117800797723,0.99967666882199202,1,arithmetic:s15:r1,1335,recording_disjoint,Recording-disjoint split,arithmetic,0,184
1,2,15,0.00028988270123789521,0.99971011729876214,1,arithmetic:s15:r3,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,248
1,1,15,0.99999999965497532,3.4502471740254436e-10,0,arithmetic:s15:r0,1388,recording_disjoint,Recording-disjoint split,arithmetic,0,165
1,1,15,0.0027668668117275907,0.99723313318827245,1,arithmetic:s15:r3,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,248
0,2,15,0.00018855429511240685,0.99981144570488767,1,arithmetic:s15:r1,1388,recording_disjoint,Recording-disjoint split,arithmetic,0,184
1,2,15,0.00012563842786992617,0.99987436157213005,1,arithmetic:s15:r2,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,130
1,1,15,0.99999999965497532,3.4502471740254436e-10,0,arithmetic:s15:r0,1441,recording_disjoint,Recording-disjoint split,arithmetic,0,165
1,1,15,0.0027668668117275907,0.99723313318827245,1,arithmetic:s15:r3,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,248
0,2,15,0.00018855429511240685,0.99981144570488767,1,arithmetic:s15:r1,1441,recording_disjoint,Recording-disjoint split,arithmetic,0,184
1,2,15,0.00012563842786992617,0.99987436157213005,1,arithmetic:s15:r2,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,130
1,1,15,0.99999999965497532,3.4502471740254436e-10,0,arithmetic:s15:r0,1494,recording_disjoint,Recording-disjoint split,arithmetic,0,165
1,1,15,0.0027668668117275907,0.99723313318827245,1,arithmetic:s15:r3,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,248
0,2,15,0.00018855429511240685,0.99981144570488767,1,arithmetic:s15:r1,1494,recording_disjoint,Recording-disjoint split,arithmetic,0,184
1,2,15,0.00012563842786992617,0.99987436157213005,1,arithmetic:s15:r2,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,130
1,1,15,0.99999999943082574,5.691742112507783e-10,0,arithmetic:s15:r0,1547,recording_disjoint,Recording-disjoint split,arithmetic,0,165
1,1,15,0.24657924892381905,0.75342075107618101,1,arithmetic:s15:r2,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,130
0,2,15,0.00032333117800797723,0.99967666882199202,1,arithmetic:s15:r1,1547,recording_disjoint,Recording-disjoint split,arithmetic,0,184
1,2,15,0.00028988270123789521,0.99971011729876214,1,arithmetic:s15:r3,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,248
1,1,1,0.55708558080539383,0.44291441919460611,0,stroop:s01:r0,,participant_disjoint,Participant-disjoint split,stroop,0,157
1,1,1,0.91459143112124008,0.085408568878759944,0,stroop:s01:r1,,participant_disjoint,Participant-disjoint split,stroop,0,148
0,1,1,0.90861541160934101,0.09138458839065898,0,stroop:s01:r2,,participant_disjoint,Participant-disjoint split,stroop,1,139
0,1,1,0.94503413455672702,0.05496586544327299,0,stroop:s01:r3,,participant_disjoint,Participant-disjoint split,stroop,1,209
0,2,2,0.12083066000205704,0.879169339997943,1,stroop:s02:r0,,participant_disjoint,Participant-disjoint split,stroop,0,450
0,2,2,0.10069733469567284,0.89930266530432712,1,stroop:s02:r1,,participant_disjoint,Participant-disjoint split,stroop,0,95
1,2,2,0.021179378172593893,0.97882062182740603,1,stroop:s02:r2,,participant_disjoint,Participant-disjoint split,stroop,1,106
1,2,2,0.20904942057871032,0.79095057942128966,1,stroop:s02:r3,,participant_disjoint,Participant-disjoint split,stroop,1,208
1,3,3,0.98215007706774093,0.01784992293225909,0,stroop:s03:r0,,participant_disjoint,Participant-disjoint split,stroop,0,181
0,3,3,0.41005401949294246,0.58994598050705749,1,stroop:s03:r1,,participant_disjoint,Participant-disjoint split,stroop,0,127
1,3,3,0.11455321852079467,0.8854467814792053,1,stroop:s03:r2,,participant_disjoint,Participant-disjoint split,stroop,1,102
1,3,3,0.030353064840003066,0.96964693515999689,1,stroop:s03:r3,,participant_disjoint,Participant-disjoint split,stroop,1,160
1,4,4,0.97551796049151074,0.024482039508489251,0,stroop:s04:r0,,participant_disjoint,Participant-disjoint split,stroop,0,116
1,4,4,0.75613523831817753,0.24386476168182245,0,stroop:s04:r1,,participant_disjoint,Participant-disjoint split,stroop,0,89
0,4,4,0.96155189103342387,0.038448108966576043,0,stroop:s04:r2,,participant_disjoint,Participant-disjoint split,stroop,1,62
0,4,4,0.62994881461723573,0.37005118538276427,0,stroop:s04:r3,,participant_disjoint,Participant-disjoint split,stroop,1,192
1,5,5,0.99775561448214189,0.0022443855178581819,0,stroop:s05:r0,,participant_disjoint,Participant-disjoint split,stroop,0,244
0,5,5,0.17266338336333167,0.82733661663666835,1,stroop:s05:r1,,participant_disjoint,Participant-disjoint split,stroop,0,137
1,5,5,0.040310702286705143,0.95968929771329481,1,stroop:s05:r2,,participant_disjoint,Participant-disjoint split,stroop,1,108
1,5,5,0.023978199916327249,0.97602180008367267,1,stroop:s05:r3,,participant_disjoint,Participant-disjoint split,stroop,1,171
0,6,6,0.021554771257912591,0.97844522874208739,1,stroop:s06:r0,,participant_disjoint,Participant-disjoint split,stroop,0,150
0,6,6,0.019282800590954153,0.98071719940904589,1,stroop:s06:r1,,participant_disjoint,Participant-disjoint split,stroop,0,119
1,6,6,7.7055982970185539e-12,0.99999999999229439,1,stroop:s06:r2,,participant_disjoint,Participant-disjoint split,stroop,1,111
1,6,6,0.075714888943548775,0.92428511105645128,1,stroop:s06:r3,,participant_disjoint,Participant-disjoint split,stroop,1,161
0,7,7,0.25822966692447619,0.74177033307552376,1,stroop:s07:r0,,participant_disjoint,Participant-disjoint split,stroop,0,169
1,7,7,0.98593046882485269,0.014069531175147395,0,stroop:s07:r1,,participant_disjoint,Participant-disjoint split,stroop,0,97
0,7,7,0.97799324327564174,0.022006756724358298,0,stroop:s07:r2,,participant_disjoint,Participant-disjoint split,stroop,1,96
0,7,7,0.98500346034116337,0.01499653965883662,0,stroop:s07:r3,,participant_disjoint,Participant-disjoint split,stroop,1,179
1,8,8,0.82581475079422573,0.17418524920577425,0,stroop:s08:r0,,participant_disjoint,Participant-disjoint split,stroop,0,190
1,8,8,0.53913481330380397,0.46086518669619603,0,stroop:s08:r1,,participant_disjoint,Participant-disjoint split,stroop,0,162
0,8,8,0.58356760931333507,0.41643239068666499,0,stroop:s08:r2,,participant_disjoint,Participant-disjoint split,stroop,1,160
1,8,8,0.43615731874094227,0.56384268125905768,1,stroop:s08:r3,,participant_disjoint,Participant-disjoint split,stroop,1,234
1,9,9,0.87320467212136721,0.12679532787863276,0,stroop:s09:r0,,participant_disjoint,Participant-disjoint split,stroop,0,410
1,9,9,0.58594306817491548,0.41405693182508452,0,stroop:s09:r1,,participant_disjoint,Participant-disjoint split,stroop,0,160
1,9,9,0.25778856055327609,0.74221143944672385,1,stroop:s09:r2,,participant_disjoint,Participant-disjoint split,stroop,1,110
1,9,9,0.27498552387185532,0.72501447612814462,1,stroop:s09:r3,,participant_disjoint,Participant-disjoint split,stroop,1,193
1,10,10,0.9998629685985716,0.00013703140142836057,0,stroop:s10:r0,,participant_disjoint,Participant-disjoint split,stroop,0,185
1,10,10,0.99841858051349552,0.0015814194865045653,0,stroop:s10:r1,,participant_disjoint,Participant-disjoint split,stroop,0,118
0,10,10,0.99908501840481312,0.00091498159518692463,0,stroop:s10:r2,,participant_disjoint,Participant-disjoint split,stroop,1,83
0,10,10,0.99999179605260979,8.2039473901605378e-06,0,stroop:s10:r3,,participant_disjoint,Participant-disjoint split,stroop,1,207
1,11,11,0.99531780263883485,0.0046821973611651238,0,stroop:s11:r0,,participant_disjoint,Participant-disjoint split,stroop,0,244
0,11,11,0.28679650230930398,0.71320349769069602,1,stroop:s11:r1,,participant_disjoint,Participant-disjoint split,stroop,0,113
1,11,11,0.29650626213411141,0.70349373786588854,1,stroop:s11:r2,,participant_disjoint,Participant-disjoint split,stroop,1,130
1,11,11,0.23773152961512917,0.76226847038487089,1,stroop:s11:r3,,participant_disjoint,Participant-disjoint split,stroop,1,185
0,12,12,0.3415533499124383,0.65844665008756176,1,stroop:s12:r0,,participant_disjoint,Participant-disjoint split,stroop,0,185
0,12,12,0.12315939884673632,0.87684060115326368,1,stroop:s12:r1,,participant_disjoint,Participant-disjoint split,stroop,0,123
1,12,12,0.048240500140868024,0.95175949985913189,1,stroop:s12:r2,,participant_disjoint,Participant-disjoint split,stroop,1,126
1,12,12,0.12324727927525989,0.87675272072474009,1,stroop:s12:r3,,participant_disjoint,Participant-disjoint split,stroop,1,189
1,13,13,0.99955220508799947,0.00044779491200048658,0,stroop:s13:r0,,participant_disjoint,Participant-disjoint split,stroop,0,180
1,13,13,0.70925475159657048,0.29074524840342952,0,stroop:s13:r1,,participant_disjoint,Participant-disjoint split,stroop,0,91
0,13,13,0.70692002351247918,0.29307997648752071,0,stroop:s13:r2,,participant_disjoint,Participant-disjoint split,stroop,1,122
0,13,13,0.78370790312770211,0.21629209687229789,0,stroop:s13:r3,,participant_disjoint,Participant-disjoint split,stroop,1,180
1,1,1,0.99999888955358229,1.1104464176789142e-06,0,stroop:s01:r0,1335,random_window,Random-window split,stroop,0,21
1,1,1,0.77598013466789506,0.22401986533210499,0,stroop:s01:r1,1335,random_window,Random-window split,stroop,0,16
1,1,1,0.05892700305951859,0.94107299694048141,1,stroop:s01:r2,1335,random_window,Random-window split,stroop,1,14
1,1,1,0.023053018921677031,0.97694698107832301,1,stroop:s01:r3,1335,random_window,Random-window split,stroop,1,28
1,2,1,0.99998205752102309,1.7942478976907184e-05,0,stroop:s01:r0,1335,random_window,Random-window split,stroop,0,20
1,2,1,0.7659066140583185,0.23409338594168161,0,stroop:s01:r1,1335,random_window,Random-window split,stroop,0,17
1,2,1,0.16149593513929122,0.83850406486070872,1,stroop:s01:r2,1335,random_window,Random-window split,stroop,1,21
1,2,1,0.026226283633632948,0.97377371636636711,1,stroop:s01:r3,1335,random_window,Random-window split,stroop,1,21
1,1,1,0.99983672841555582,0.00016327158444415276,0,stroop:s01:r0,1388,random_window,Random-window split,stroop,0,19
1,1,1,0.74685134202967363,0.25314865797032637,0,stroop:s01:r1,1388,random_window,Random-window split,stroop,0,18
1,1,1,0.2172442195238295,0.78275578047617056,1,stroop:s01:r2,1388,random_window,Random-window split,stroop,1,21
1,1,1,0.018080455038676353,0.98191954496132372,1,stroop:s01:r3,1388,random_window,Random-window split,stroop,1,21
1,2,1,0.99984538400309819,0.0001546159969017302,0,stroop:s01:r0,1388,random_window,Random-window split,stroop,0,18
1,2,1,0.85112013117655128,0.14887986882344864,0,stroop:s01:r1,1388,random_window,Random-window split,stroop,0,19
1,2,1,0.17299670628107114,0.82700329371892889,1,stroop:s01:r2,1388,random_window,Random-window split,stroop,1,19
1,2,1,0.040517429062000551,0.95948257093799938,1,stroop:s01:r3,1388,random_window,Random-window split,stroop,1,23
1,1,1,0.99996847217765972,3.1527822340248588e-05,0,stroop:s01:r0,1441,random_window,Random-window split,stroop,0,20
1,1,1,0.86467559081341883,0.13532440918658123,0,stroop:s01:r1,1441,random_window,Random-window split,stroop,0,17
1,1,1,0.079933538480435495,0.9200664615195645,1,stroop:s01:r2,1441,random_window,Random-window split,stroop,1,7
1,1,1,0.049562626932737018,0.95043737306726306,1,stroop:s01:r3,1441,random_window,Random-window split,stroop,1,35
1,2,1,0.99962779146622749,0.00037220853377246916,0,stroop:s01:r0,1441,random_window,Random-window split,stroop,0,18
1,2,1,0.69118398466513964,0.30881601533486042,0,stroop:s01:r1,1441,random_window,Random-window split,stroop,0,19
1,2,1,0.19599466017617831,0.80400533982382161,1,stroop:s01:r2,1441,random_window,Random-window split,stroop,1,15
1,2,1,0.024396415376258942,0.97560358462374108,1,stroop:s01:r3,1441,random_window,Random-window split,stroop,1,27
1,1,1,0.99966889471141418,0.00033110528858587015,0,stroop:s01:r0,1494,random_window,Random-window split,stroop,0,19
1,1,1,0.80591353848744107,0.19408646151255887,0,stroop:s01:r1,1494,random_window,Random-window split,stroop,0,18
1,1,1,0.11966540947430342,0.88033459052569651,1,stroop:s01:r2,1494,random_window,Random-window split,stroop,1,18
1,1,1,0.02414614459378641,0.97585385540621361,1,stroop:s01:r3,1494,random_window,Random-window split,stroop,1,24
1,2,1,0.99994558899198849,5.4411008011579753e-05,0,stroop:s01:r0,1494,random_window,Random-window split,stroop,0,23
1,2,1,0.85358356159750171,0.14641643840249824,0,stroop:s01:r1,1494,random_window,Random-window split,stroop,0,14
1,2,1,0.27667159769615085,0.7233284023038492,1,stroop:s01:r2,1494,random_window,Random-window split,stroop,1,18
1,2,1,0.065657492911177964,0.93434250708882205,1,stroop:s01:r3,1494,random_window,Random-window split,stroop,1,24
1,1,1,0.99995214044586889,4.7859554131140622e-05,0,stroop:s01:r0,1547,random_window,Random-window split,stroop,0,16
1,1,1,0.79143916982980955,0.20856083017019048,0,stroop:s01:r1,1547,random_window,Random-window split,stroop,0,21
1,1,1,0.13770047219853371,0.86229952780146635,1,stroop:s01:r2,1547,random_window,Random-window split,stroop,1,21
1,1,1,0.040635064799565211,0.95936493520043475,1,stroop:s01:r3,1547,random_window,Random-window split,stroop,1,21
1,2,1,0.99999890944298608,1.090557013984128e-06,0,stroop:s01:r0,1547,random_window,Random-window split,stroop,0,19
1,2,1,0.90780634974541741,0.092193650254582524,0,stroop:s01:r1,1547,random_window,Random-window split,stroop,0,18
1,2,1,0.066948234958368616,0.93305176504163134,1,stroop:s01:r2,1547,random_window,Random-window split,stroop,1,14
1,2,1,0.024744280720217851,0.97525571927978216,1,stroop:s01:r3,1547,random_window,Random-window split,stroop,1,28
1,1,2,0.99994835767841306,5.164232158696938e-05,0,stroop:s02:r0,1335,random_window,Random-window split,stroop,0,52
1,1,2,0.94239141142844984,0.057608588571550164,0,stroop:s02:r1,1335,random_window,Random-window split,stroop,0,14
1,1,2,0.0032134870445483707,0.99678651295545162,1,stroop:s02:r2,1335,random_window,Random-window split,stroop,1,11
1,1,2,0.0010959963188762742,0.99890400368112364,1,stroop:s02:r3,1335,random_window,Random-window split,stroop,1,27
1,2,2,0.99992654267683545,7.3457323164600167e-05,0,stroop:s02:r0,1335,random_window,Random-window split,stroop,0,51
1,2,2,0.95932094646708366,0.040679053532916364,0,stroop:s02:r1,1335,random_window,Random-window split,stroop,0,15
1,2,2,0.010873645868308792,0.98912635413169125,1,stroop:s02:r2,1335,random_window,Random-window split,stroop,1,12
1,2,2,0.0023874092904674696,0.99761259070953257,1,stroop:s02:r3,1335,random_window,Random-window split,stroop,1,26
1,1,2,0.99988592502757134,0.00011407497242863609,0,stroop:s02:r0,1388,random_window,Random-window split,stroop,0,59
1,1,2,0.92969131507134739,0.070308684928652623,0,stroop:s02:r1,1388,random_window,Random-window split,stroop,0,7
1,1,2,0.0038548132922548535,0.9961451867077451,1,stroop:s02:r2,1388,random_window,Random-window split,stroop,1,9
1,1,2,0.0053306715872729164,0.99466932841272704,1,stroop:s02:r3,1388,random_window,Random-window split,stroop,1,29
1,2,2,0.9998552507334294,0.00014474926657063523,0,stroop:s02:r0,1388,random_window,Random-window split,stroop,0,55
1,2,2,0.95804684437940935,0.041953155620590751,0,stroop:s02:r1,1388,random_window,Random-window split,stroop,0,11
1,2,2,0.0086860262494590449,0.99131397375054087,1,stroop:s02:r2,1388,random_window,Random-window split,stroop,1,10
1,2,2,0.0026425341589715969,0.99735746584102847,1,stroop:s02:r3,1388,random_window,Random-window split,stroop,1,28
1,1,2,0.99983311735053759,0.00016688264946241753,0,stroop:s02:r0,1441,random_window,Random-window split,stroop,0,54
1,1,2,0.97834812458749087,0.021651875412509104,0,stroop:s02:r1,1441,random_window,Random-window split,stroop,0,12
1,1,2,0.0053128666694294583,0.99468713333057046,1,stroop:s02:r2,1441,random_window,Random-window split,stroop,1,12
1,1,2,0.00090179741063319788,0.99909820258936677,1,stroop:s02:r3,1441,random_window,Random-window split,stroop,1,26
1,2,2,0.99984419306218286,0.00015580693781709867,0,stroop:s02:r0,1441,random_window,Random-window split,stroop,0,56
1,2,2,0.97005581952074516,0.029944180479254852,0,stroop:s02:r1,1441,random_window,Random-window split,stroop,0,10
1,2,2,0.0037228405290309365,0.99627715947096906,1,stroop:s02:r2,1441,random_window,Random-window split,stroop,1,13
1,2,2,0.0021775462315739985,0.99782245376842604,1,stroop:s02:r3,1441,random_window,Random-window split,stroop,1,25
1,1,2,0.99986542535700107,0.00013457464299892886,0,stroop:s02:r0,1494,random_window,Random-window split,stroop,0,57
1,1,2,0.95330549285946564,0.046694507140534344,0,stroop:s02:r1,1494,random_window,Random-window split,stroop,0,9
1,1,2,0.012797430829224148,0.98720256917077587,1,stroop:s02:r2,1494,random_window,Random-window split,stroop,1,12
1,1,2,0.0034912100629102905,0.9965087899370898,1,stroop:s02:r3,1494,random_window,Random-window split,stroop,1,26
1,2,2,0.99991629524103731,8.370475896267905e-05,0,stroop:s02:r0,1494,random_window,Random-window split,stroop,0,56
1,2,2,0.94169821358906147,0.058301786410938604,0,stroop:s02:r1,1494,random_window,Random-window split,stroop,0,10
1,2,2,0.0055485446718861672,0.99445145532811385,1,stroop:s02:r2,1494,random_window,Random-window split,stroop,1,16
1,2,2,0.0035656945301322991,0.99643430546986778,1,stroop:s02:r3,1494,random_window,Random-window split,stroop,1,22
1,1,2,0.99980624507916616,0.00019375492083383361,0,stroop:s02:r0,1547,random_window,Random-window split,stroop,0,56
1,1,2,0.89834278617989571,0.10165721382010429,0,stroop:s02:r1,1547,random_window,Random-window split,stroop,0,10
1,1,2,0.0066071074246320969,0.99339289257536789,1,stroop:s02:r2,1547,random_window,Random-window split,stroop,1,13
1,1,2,0.0021455018472126518,0.99785449815278737,1,stroop:s02:r3,1547,random_window,Random-window split,stroop,1,25
1,2,2,0.99990938555731468,9.0614442685316908e-05,0,stroop:s02:r0,1547,random_window,Random-window split,stroop,0,55
1,2,2,0.96935917942297556,0.030640820577024393,0,stroop:s02:r1,1547,random_window,Random-window split,stroop,0,11
1,2,2,0.0089072516791159906,0.99109274832088401,1,stroop:s02:r2,1547,random_window,Random-window split,stroop,1,13
1,2,2,0.0036231345800655929,0.99637686541993431,1,stroop:s02:r3,1547,random_window,Random-window split,stroop,1,25
1,1,3,0.99964496823685178,0.00035503176314820241,0,stroop:s03:r0,1335,random_window,Random-window split,stroop,0,25
1,1,3,0.99939616976130508,0.00060383023869496687,0,stroop:s03:r1,1335,random_window,Random-window split,stroop,0,12
1,1,3,0.0050834221963959357,0.99491657780360399,1,stroop:s03:r2,1335,random_window,Random-window split,stroop,1,12
1,1,3,0.00012131898315263123,0.9998786810168474,1,stroop:s03:r3,1335,random_window,Random-window split,stroop,1,20
1,2,3,0.99975102123214177,0.00024897876785824212,0,stroop:s03:r0,1335,random_window,Random-window split,stroop,0,21
1,2,3,0.99920777441626496,0.00079222558373505739,0,stroop:s03:r1,1335,random_window,Random-window split,stroop,0,16
1,2,3,0.0085080287675297923,0.99149197123247024,1,stroop:s03:r2,1335,random_window,Random-window split,stroop,1,19
1,2,3,7.006464863353596e-05,0.99992993535136643,1,stroop:s03:r3,1335,random_window,Random-window split,stroop,1,13
1,1,3,0.99944779836546782,0.00055220163453222634,0,stroop:s03:r0,1388,random_window,Random-window split,stroop,0,25
1,1,3,0.99881072463202925,0.0011892753679706681,0,stroop:s03:r1,1388,random_window,Random-window split,stroop,0,12
1,1,3,0.0019862087851499643,0.99801379121485001,1,stroop:s03:r2,1388,random_window,Random-window split,stroop,1,17
1,1,3,0.0001665147169918591,0.99983348528300808,1,stroop:s03:r3,1388,random_window,Random-window split,stroop,1,15
1,2,3,0.99971583189192448,0.00028416810807551686,0,stroop:s03:r0,1388,random_window,Random-window split,stroop,0,23
1,2,3,0.99918953774920805,0.00081046225079193861,0,stroop:s03:r1,1388,random_window,Random-window split,stroop,0,14
1,2,3,0.0026419183796435783,0.99735808162035644,1,stroop:s03:r2,1388,random_window,Random-window split,stroop,1,8
1,2,3,9.1693002840344257e-05,0.9999083069971596,1,stroop:s03:r3,1388,random_window,Random-window split,stroop,1,24
1,1,3,0.99970129245476391,0.00029870754523616139,0,stroop:s03:r0,1441,random_window,Random-window split,stroop,0,23
1,1,3,0.99855649348876108,0.0014435065112390038,0,stroop:s03:r1,1441,random_window,Random-window split,stroop,0,14
1,1,3,0.0022634921751175006,0.99773650782488255,1,stroop:s03:r2,1441,random_window,Random-window split,stroop,1,13
1,1,3,0.00010377054401806049,0.999896229455982,1,stroop:s03:r3,1441,random_window,Random-window split,stroop,1,19
1,2,3,0.99977965007143321,0.00022034992856681892,0,stroop:s03:r0,1441,random_window,Random-window split,stroop,0,25
1,2,3,0.9990507365215866,0.00094926347841332599,0,stroop:s03:r1,1441,random_window,Random-window split,stroop,0,12
1,2,3,0.0026076277514394453,0.99739237224856059,1,stroop:s03:r2,1441,random_window,Random-window split,stroop,1,18
1,2,3,4.8920216325415229e-05,0.99995107978367459,1,stroop:s03:r3,1441,random_window,Random-window split,stroop,1,14
1,1,3,0.99978842072448171,0.00021157927551832955,0,stroop:s03:r0,1494,random_window,Random-window split,stroop,0,26
1,1,3,0.99856569455229238,0.0014343054477076837,0,stroop:s03:r1,1494,random_window,Random-window split,stroop,0,11
1,1,3,0.0026254635248702911,0.99737453647512964,1,stroop:s03:r2,1494,random_window,Random-window split,stroop,1,12
1,1,3,6.3043910052208165e-05,0.99993695608994781,1,stroop:s03:r3,1494,random_window,Random-window split,stroop,1,20
1,2,3,0.99956834297049235,0.00043165702950758892,0,stroop:s03:r0,1494,random_window,Random-window split,stroop,0,21
1,2,3,0.99828599636017534,0.001714003639824616,0,stroop:s03:r1,1494,random_window,Random-window split,stroop,0,16
1,2,3,0.0021266996905838988,0.99787330030941612,1,stroop:s03:r2,1494,random_window,Random-window split,stroop,1,14
1,2,3,0.00010137879922502885,0.999898621200775,1,stroop:s03:r3,1494,random_window,Random-window split,stroop,1,18
